first_name,birth_year_type,odnb_id,historical_significance,created_by,updated_at,aliases,id,search_names_all,last_name,title,death_year_type,citation,approved_by,gender,suffix,display_name,prefix,approved_on,death_year,created_at,birth_year
Humphrey,IN,974,college administrator,2,2015-07-08 04:35:21.494763,,10000459,"Humphrey Babington, Humphrey, Humphrey Babington",Babington,,IN,,2,male,,Humphrey Babington,,2015-07-08 04:35:21.494934,1692,2015-02-25 00:39:41.996233,1615
Brute,AF,969,Church of Ireland bishop of Derry,2,2015-07-08 04:35:00.964578,,10000456,"Brute Babington, Brute, Brute Babington",Babington,,IN,,2,male,,Brute Babington,,2015-07-08 04:35:00.964755,1611,2015-02-25 00:39:41.955610,1501
Edward,IN,955,sheriff of Lincoln,2,2015-07-08 04:34:16.783933,,10000450,"Edward Ayscu, Sir Edward, Sir Edward Ayscu, Sir Ayscu, Edward, Edward Ayscu",Ayscu,,CA,,2,male,,Sir Edward Ayscu,Sir,2015-07-08 04:34:16.784123,1654,2015-02-25 00:39:41.869439,1596
John,IN,975,soldier and mathematician,2,2015-07-08 04:35:22.001014,,10000460,"John Babington, John, John Babington",Babington,,AF,,2,male,,John Babington,,2015-07-08 04:35:22.001219,1635,2015-02-25 00:39:42.009231,1604
William,IN,963,musical arranger and harpsichordist,2,2015-07-08 04:34:36.985466,,10000453,"William Babell, William, William Babell",Babell,,IN,,2,male,,William Babell,,2015-07-08 04:34:36.985647,1723,2015-02-25 00:39:41.912699,1689
Grace,IN,69427,,2,2016-01-22 23:24:44.862455,,10000461,"Grace Babthorpe, Grace, Grace Birnand",Babthorpe,,IN,,4,female,,Grace Babthorpe,,2016-01-22 23:24:44.862935,1635,2015-02-25 00:39:42.022512,1563
Edmund,IN,891,bishop of Salisbury,2,2016-05-12 17:38:28.016850,,10000412,"Edmund Audley, Edmund, Edmund Audley",Audley,,IN,,2,male,,Edmund Audley,,2016-05-12 17:38:28.017841,1524,2015-02-25 00:39:41.291360,1439
Thomas,IN,10236,Church of England clergyman,2,2015-09-24 20:21:08.353739,,10004613,"Thomas Fuller, Thomas, Thomas Fuller",Fuller,,IN,,2,male,,Thomas Fuller,,2015-09-24 20:21:08.353898,1661,2015-02-25 00:40:49.600069,1607
Humphrey,BF/IN,1123,writer on astrology and arithmetic,2,2016-01-22 23:59:00.972572,,10000537,"Humphrey Baker, Humphrey, Humfrey Baker",Baker,,IN,,4,male,,Humphrey Baker,,2016-01-22 23:59:00.972979,1574,2015-02-25 00:39:43.139163,1557
Phanuel,IN,1004,Church of England clergyman and writer,2,2015-03-11 22:32:40.502029,,10000484,"Phanuel Bacon, Phanuel, Phanuel Bacon",Bacon,,IN,,2,male,,Phanuel Bacon,,2015-02-25 00:39:42.351882,1783,2015-02-25 00:39:42.354540,1700
Thomas,IN,68875,cleric,2,2015-07-08 05:09:54.822164,,10000662,"Thomas Barlow, Thomas, Thomas Barlow",Barlow,,IN,,2,male,,Thomas Barlow,,2015-07-08 05:09:54.822337,1558,2015-02-25 00:39:45.134486,1493
Eochaidh,IN,20652,Gaelic poet,2,2015-03-11 22:35:44.188837,,10008982,"Eochaidh � hEodhasa, Eochaidh O'Hussey, Eochaidh, Eochaidh O hEodhasa",O hEodhasa,,IN,,2,male,,Eochaidh O hEodhasa,,2015-02-25 00:42:03.309815,1612,2015-02-25 00:42:03.312528,1560
Mabel,CA,,,31,2016-01-13 21:29:18.844464,,10051230,"Mabel, Mabel Dacre",Dacre,,CA,,31,female,,Mabel Dacre,,,1533,2016-01-13 21:29:18.844464,1490
Robert,IN,47102,Leveller and parliamentarian soldier,2,2015-07-10 12:49:45.408948,,10007553,"Robert Lockyer, Robert, Robert Lockyer",Lockyer,,IN,,2,male,,Robert Lockyer,,2015-07-10 12:49:45.409085,1649,2015-02-25 00:41:40.823578,1625
Alvise,AF,70535,musician and instrument maker,2,2015-07-08 05:19:49.136357,,10000756,"Alvise Bassano, Alvise, Alvise Bassano",Bassano,,IN,,2,male,,Alvise Bassano,,2015-07-08 05:19:49.136684,1554,2015-02-25 00:39:46.454802,1444
Florence,AF,28352,humanist scholar,2,2015-07-10 01:12:45.332828,,10012970,"Florence Wilson, Florence Volusene, Florence, Florence Wilson",Wilson,,AF/IN,,2,male,,Florence Wilson,,2015-07-10 01:12:45.332985,1551,2015-02-25 00:43:15.418678,1441
Benjamin,CA,37139,printer and compiler of the Memoirs of the Royal Society,2,2015-07-08 04:48:50.768462,,10000487,"Benjamin Baddam, Benjamin, Benjamin Baddam",Baddam,,CA,,2,male,,Benjamin Baddam,,2015-07-08 04:48:50.768669,1740,2015-02-25 00:39:42.394028,1693
William,IN,29618,grammarian,2,2015-07-08 07:14:43.580995,,10012957,"William Willymott, William, William Willymott",Willymott,,IN,,2,male,,William Willymott,,2015-07-08 07:14:43.581163,1737,2015-02-25 00:43:15.233711,1672
Philip,AF,1005,naval officer,2,2015-07-08 04:48:48.757169,,10000485,"Philip Bacon, Philip, Philip Bacon",Bacon,,IN,,2,male,,Philip Bacon,,2015-07-08 04:48:48.757326,1666,2015-02-25 00:39:42.367517,1556
Mathew,CA,64033,legal writer,2,2015-07-08 04:47:38.966259,,10000477,"Mathew Bacon, Mathew, Mathew Bacon",Bacon,,BF/IN,,2,male,,Mathew Bacon,,2015-07-08 04:47:38.966486,1757,2015-02-25 00:39:42.252074,1700
Bernard,IN,29642,Church of England clergyman and author,2,2015-07-11 14:57:25.944440,,10012968,"Bernard Wilson, Bernard, Bernard Wilson",Wilson,,IN,,2,male,,Bernard Wilson,,2015-07-11 14:57:25.944629,1772,2015-02-25 00:43:15.383015,1689
Lewis,IN,76477,,2,2015-07-08 04:50:07.011317,,10000499,"Lewis Bagot, Sir Lewis, Sir Lewis Bagot, Sir Bagot, Lewis, Lewis Bagot",Bagot,,IN,,2,male,,Sir Lewis Bagot,Sir,2015-07-08 04:50:07.011508,1534,2015-02-25 00:39:42.556352,1461
Humphrey,IN,1032,army officer and supposed biographer,2,2015-07-08 04:49:58.722480,,10000496,"Humphrey Baggerley, Humphrey, Humphrey Baggerley",Baggerley,,IN,,2,male,,Humphrey Baggerley,,2015-07-08 04:49:58.722673,1654,2015-02-25 00:39:42.516956,1648
Edward,IN,76481,,2,2015-07-08 04:50:00.966814,,10000497,"Edward Bagot, Sir Edward, Sir Edward Bagot, Sir Bagot, Edward, Edward Bagot",Bagot,,IN,,2,male,,Sir Edward Bagot,Sir,2015-07-08 04:50:00.966979,1673,2015-02-25 00:39:42.530580,1616
Margaret,BF,,2nd wife of Sir Maurice Abbot,18,2015-11-25 15:16:33.375207,,10050024,"Margaret, Margaret Abbot",Abbot,,IN,,4,female,,Margaret Abbot,,2015-11-25 15:16:33.375401,1630,2015-04-27 19:43:41.341693,1598
Thomas,IN,13794,headmaster,2,2015-07-14 04:23:57.185067,,10006192,"Thomas Horne, Thomas, Thomas Horne",Horne,,IN,,2,male,,Thomas Horne,,2015-07-14 04:23:57.185259,1654,2015-02-25 00:41:19.523927,1608
Rebecca,AF,0,Salem witches and their accusers,2,2015-03-11 22:35:43.722505,,10008958,"Rebecca Nurse, Rebecca, Rebecca Nurse",Nurse,,IN,,2,female,,Rebecca Nurse,,2015-02-25 00:42:02.960880,1692,2015-02-25 00:42:02.963531,1582
Lowjee,IN,69065,shipbuilder,2,2015-03-11 22:35:43.737740,,10008959,"Lowjee Nusserwanjee Wadia, Lowjee, Lowjee Nusserwanjee Wadia",Nusserwanjee Wadia,,IN,,2,male,,Lowjee Nusserwanjee Wadia,,2015-02-25 00:42:02.973525,1774,2015-02-25 00:42:02.976072,1700
James,IN,19615,politician and judge,2,2015-07-14 04:06:00.481512,,10008636,"James Murray, Sir James, Sir James Murray, Sir Murray, James, James Murray",Murray,,IN,,2,male,,Sir James Murray,Sir,2015-07-14 04:06:00.481684,1708,2015-02-25 00:41:57.695176,1655
Jerome,IN,68033,Franciscan friar and writer,2,2015-07-08 05:11:38.726055,,10000667,"Jerome Barlowe, Jerome, Jerome Barlowe",Barlowe,,IN,,2,male,,Jerome Barlowe,,2015-07-08 05:11:38.726250,1529,2015-02-25 00:39:45.199000,1528
John,IN,27178,antiquary,2,2015-07-11 16:21:03.897524,,10011866,"John Theyer, John, John Theyer",Theyer,,IN,,2,male,,John Theyer,,2015-07-11 16:21:03.897702,1673,2015-02-25 00:42:53.974873,1598
John Paul,IN,14640,Roman Catholic priest and antiquary,2,2015-07-10 04:29:59.012273,,10006544,"John Paul Jameson, John Paul Jamieson, John Paul, John Paul Jameson",Jameson,,IN,,2,male,,John Paul Jameson,,2015-07-10 04:29:59.012421,1700,2015-02-25 00:41:25.382911,1659
John,IN,16955,,2,2015-07-10 12:52:05.602164,,10007578,"John Lombe, John, John Lombe",Lombe,,IN,,2,male,,John Lombe,,2015-07-10 12:52:05.602338,1722,2015-02-25 00:41:41.215182,1693
Robert,CA,1133,mariner and poet,2,2015-03-11 22:32:41.672015,,10000545,"Robert Baker, Robert, Robert Baker",Baker,,CA,,2,male,,Robert Baker,,2015-02-25 00:39:43.253802,1563,2015-02-25 00:39:43.256437,1563
Thomas,IN,9790,politician,2,2015-07-14 03:22:23.827581,,10004423,"Thomas Foley, Thomas, Thomas Foley",Foley,,IN,,2,male,,Thomas Foley,,2015-07-14 03:22:23.827762,1733,2015-02-25 00:40:46.783488,1673
William,IN,14635,university teacher and religious controversialist,2,2015-07-10 04:29:59.293972,,10006545,"William Jameson, William, William Jameson",Jameson,,IN,,2,male,,William Jameson,,2015-07-10 04:29:59.294117,1720,2015-02-25 00:41:25.396324,1689
Alice,AF,77047,,2,2015-07-10 16:58:23.151274,,10008963,"Alice Nutter, Alice, Alice Nutter",Nutter,,IN,,2,female,,Alice Nutter,,2015-07-10 16:58:23.151419,1612,2015-02-25 00:42:03.037616,1502
Nathanael,IN,1219,clergyman and ejected minister,2,2015-07-08 04:59:23.963281,,10000574,"Nathanael Ball, Nathanael, Nathanael Ball",Ball,,IN,,2,male,,Nathanael Ball,,2015-07-08 04:59:23.963511,1681,2015-02-25 00:39:43.723209,1623
Charles,AF,64339,theatre manager,2,2015-07-09 09:01:05.020224,,10004364,"Charles Fleetwood, Charles, Charles Fleetwood",Fleetwood,,IN,,2,male,,Charles Fleetwood,,2015-07-09 09:01:05.020416,1747,2015-02-25 00:40:45.901340,1637
Henry,IN,12300,antiquary,2,2015-07-10 01:24:56.500269,,10005526,"Henry Hare, Henry, Henry Hare",Hare,,IN,,2,male,,Henry Hare,,2015-07-10 01:24:56.500427,1749,2015-02-25 00:41:08.453281,1693
George,IN,10845,headmaster,2,2015-07-14 04:23:57.543272,,10004891,"George Goad, George, George Goad",Goad,,IN,,2,male,,George Goad,,2015-07-14 04:23:57.543436,1671,2015-02-25 00:40:54.956933,1603
Diarmait,BF,77077,,2,2015-03-11 22:35:44.052310,,10008974,"Diarmait O Cobhthaigh, Diarmait, Diarmait O Cobhthaigh",O Cobhthaigh,,AF,,2,male,,Diarmait O Cobhthaigh,,2015-02-25 00:42:03.197415,1584,2015-02-25 00:42:03.200209,1584
Niall,AF,72425,,2,2015-03-11 22:35:20.189315,,10007844,"Niall MacMhuirich, Niall, Niall MacMhuirich",MacMhuirich,,IN,,2,male,,Niall MacMhuirich,,2015-02-25 00:41:45.344243,1726,2015-02-25 00:41:45.348041,1616
Uaithne,AF,74858,,2,2015-03-11 22:35:44.120987,,10008978,"Uaithne O Cobhthaigh, Uaithne, Uaithne O Cobhthaigh",O Cobhthaigh,,IN,,2,male,,Uaithne O Cobhthaigh,,2015-02-25 00:42:03.253631,1556,2015-02-25 00:42:03.256476,1446
David fitz David,IN,1552,nobleman,2,2015-03-11 22:32:45.180712,,10000723,"David fitz David Barry, David fitz David, David fitz David Barry",Barry,,IN,,2,male,,David fitz David Barry,,2015-02-25 00:39:46.004717,1642,2015-02-25 00:39:46.007307,1605
David fitz James,IN,1553,soldier,2,2015-03-11 22:32:45.194141,,10000724,"David fitz James Barry, David fitz James, David fitz James Barry",Barry,,IN,,2,male,,David fitz James Barry,,2015-02-25 00:39:46.017048,1617,2015-02-25 00:39:46.019571,1550
John,IN,30227,civil lawyer and diplomat,2,2015-07-11 15:51:54.924544,,10013237,"John Yonge, John, John Yonge",Yonge,,IN,,2,male,,John Yonge,,2015-07-11 15:51:54.924724,1516,2015-02-25 00:43:19.444045,1466
Richard,IN,1283,oculist,2,2015-07-08 05:04:19.430972,,10000602,"Richard Banister, Richard, Richard Banister",Banister,,IN,,2,male,,Richard Banister,,2015-07-08 05:04:19.431195,1626,2015-02-25 00:39:44.114776,1570
Thomas,AF,47037,merchant,2,2015-07-08 05:04:19.656398,,10000603,"Thomas Banister, Thomas, Thomas Banister",Banister,,IN,,2,male,,Thomas Banister,,2015-07-08 05:04:19.656619,1571,2015-02-25 00:39:44.127965,1461
John,IN,48613,engineer,2,2015-07-11 05:43:02.339944,,10012091,"John Trew, John, John Trew",Trew,,IN,,2,male,,John Trew,,2015-07-11 05:43:02.340108,1590,2015-02-25 00:42:59.823075,1563
Adam,IN,8655,Church of England clergyman and slander victim,2,2015-07-09 07:49:35.868575,,10003929,"Adam Elliot, Adam, Adam Elliot",Elliot,,IN,,2,male,,Adam Elliot,,2015-07-09 07:49:35.868732,1700,2015-02-25 00:40:39.403214,1645
Gilbert,IN,8658,judge,2,2015-07-09 07:49:38.461335,,10003930,"Gilbert Elliot, Sir Gilbert, Sir Gilbert Elliot, Sir Elliot, Gilbert, Gilbert Elliot",Elliot,,IN,,2,male,,Sir Gilbert Elliot,Sir,2015-07-09 07:49:38.461568,1718,2015-02-25 00:40:39.416319,1650
Ippolyta,AF/IN,,,31,2016-01-22 21:06:56.839622,,10050784,"Ippolyta, Ippolyta the Tartarian",,,AF/IN,,4,female,the Tartarian,Ippolyta the Tartarian,,2016-01-22 21:06:56.839970,1569,2016-01-13 21:29:14.795134,1459
Catherine,IN,72024,miniature painter,2,2016-01-22 21:45:51.360438,,10003197,"Catherine da Costa, Catherine Mendes, Rachel da Costa, Rachel Mendes, Catherine, Rachel",da Costa,,IN,,4,female,,Catherine da Costa,,2016-01-22 21:45:51.361114,1756,2015-02-25 00:40:28.062553,1679
Dorcas,IN,46911,translator and bookseller,2,2016-01-22 21:48:04.169095,,10008018,"Dorcas Martin, Dorcas Eccleston, Dorcas, Dorcas Egleston, Dorcas Eglestone, Dorcas Ecclestone",Martin,,IN,,4,female,,Dorcas Martin,,2016-01-22 21:48:04.169545,1599,2015-02-25 00:41:47.965787,1536
Richard,BF,1358,Benedictine monk and author,2,2015-03-11 22:32:43.491368,,10000632,"Richard Bardney, Richard, Richard Bardney",Bardney,,IN,,2,male,,Richard Bardney,,2015-02-25 00:39:44.626535,1519,2015-02-25 00:39:44.630992,1485
Paul,IN,92386,diplomat,2,2015-03-11 22:32:43.595045,,10000639,"Paul Barillon d'Amoncourt, Paul, Paul Barillon d'Amoncourt",Barillon d'Amoncourt,,IN,,2,male,,Paul Barillon d'Amoncourt,,2015-02-25 00:39:44.790574,1691,2015-02-25 00:39:44.793383,1630
William,AF,67984,merchant and East India Company servant,2,2015-07-10 04:30:55.212104,,10006558,"William Jearsey, William, William Jearsey",Jearsey,,IN,,2,male,,William Jearsey,,2015-07-10 04:30:55.212333,1690,2015-02-25 00:41:25.590901,1580
Donnchadh,BF,74860,,2,2015-03-11 22:35:44.066900,,10008975,"Donnchadh O Cobhthaigh, Donnchadh, Donnchadh O Cobhthaigh",O Cobhthaigh,,AF,,2,male,,Donnchadh O Cobhthaigh,,2015-02-25 00:42:03.212415,1584,2015-02-25 00:42:03.215433,1584
Andrew,CA,1708,traveller and trader,2,2015-07-08 05:23:05.932596,,10000789,"Andrew Battel, Andrew, Andrew Battel",Battel,,AF/IN,,2,male,,Andrew Battel,,2015-07-08 05:23:05.932812,1613,2015-02-25 00:39:46.939802,1560
Robert,CA,3695,religious separatist,2,2015-11-25 15:59:37.219386,,10001660,"Robert Browne, Robert, Robert Browne",Browne,,IN,,2,male,,Robert Browne,,2015-11-25 15:59:37.219614,1633,2015-02-25 00:40:03.267923,1550
Tobias,CA,29227,physician,2,2015-07-11 06:04:40.686993,,10012773,"Tobias Whitaker, Tobias, Tobias Whitaker",Whitaker,,IN,,2,male,,Tobias Whitaker,,2015-07-11 06:04:40.687200,1664,2015-02-25 00:43:12.550348,1601
Henry,CA,1374,botanist,2,2015-07-08 05:07:52.262249,,10000637,"Henry Barham, Henry, Henry Barham",Barham,,IN,,2,male,,Henry Barham,,2015-07-08 05:07:52.262512,1726,2015-02-25 00:39:44.758971,1670
George,AF,1355,Church of England clergyman and musician,2,2015-07-08 04:09:14.851191,,10000630,"George Barcroft, George, George Barcroft",Barcroft,,IN,,2,male,,George Barcroft,,2015-07-08 04:09:14.851354,1610,2015-02-25 00:39:44.600365,1500
Timothy,AF,651,Independent minister,2,2015-07-08 04:17:19.411635,,10000281,"Timothy Armitage, Timothy, Timothy Armitage",Armitage,,IN,,2,male,,Timothy Armitage,,2015-07-08 04:17:19.411804,1655,2015-02-25 00:39:39.481740,1545
Alexander,BF,20419,demoniac,2,2015-07-09 04:51:14.563201,,10008968,"Alexander Nyndge, Alexander, Alexander Nyndge",Nyndge,,AF,,2,male,,Alexander Nyndge,,2015-07-09 04:51:14.563474,1574,2015-02-25 00:42:03.106644,1574
Andrew,AF,1387,merchant,2,2015-07-08 05:07:58.486350,,10000640,"Andrew Barker, Andrew, Andrew Barker",Barker,,IN,,2,male,,Andrew Barker,,2015-07-08 05:07:58.486577,1577,2015-02-25 00:39:44.821919,1467
John,IN,67103,Church of England clergyman and land agent,2,2015-07-14 04:10:47.573011,,10004793,"John Gery, John Geary, John, John Gery",Gery,,IN,,2,male,,John Gery,,2015-07-14 04:10:47.573179,1722,2015-02-25 00:40:52.575126,1637
John,IN,12437,clergyman and ejected minister,2,2015-07-14 03:47:38.617215,,10005592,"John Harrison, John, John Harrison",Harrison,,IN,,2,male,,John Harrison,,2015-07-14 03:47:38.617376,1670,2015-02-25 00:41:09.553728,1614
Muircheartach,BF,74859,,2,2015-03-11 22:35:44.087471,,10008976,"Muircheartach O Cobhthaigh, Muircheartach, Muircheartach O Cobhthaigh",O Cobhthaigh,,AF,,2,male,,Muircheartach O Cobhthaigh,,2015-02-25 00:42:03.226520,1586,2015-02-25 00:42:03.229205,1586
Tadhg,BF,74857,,2,2015-03-11 22:35:44.104531,,10008977,"Tadhg O Cobhthaigh, Tadhg, Tadhg O Cobhthaigh",O Cobhthaigh,,AF,,2,male,,Tadhg O Cobhthaigh,,2015-02-25 00:42:03.240001,1554,2015-02-25 00:42:03.242610,1554
Samuel,IN,9072,clergyman and ejected minister,2,2015-07-09 08:18:18.939030,,10004086,"Samuel Fairclough, Samuel, Samuel Fairclough",Fairclough,,IN,,2,male,,Samuel Fairclough,,2015-07-09 08:18:18.939234,1677,2015-02-25 00:40:41.758291,1594
Gerat,AF,1559,army officer in the Spanish service and military writer,2,2015-07-08 05:17:16.724841,,10000727,"Gerat Barry, Gerat, Gerat Barry",Barry,,IN,,2,male,,Gerat Barry,,2015-07-08 05:17:16.725008,1646,2015-02-25 00:39:46.059698,1536
Domhnall,BF,20572,,2,2015-03-11 22:35:44.173528,,10008981,"Domhnall O Fithcheallaigh, Domhnall, Domhnall O Fithcheallaigh",O Fithcheallaigh,,AF,,2,male,,Domhnall O Fithcheallaigh,,2015-02-25 00:42:03.295982,1505,2015-02-25 00:42:03.298803,1505
Thomas,IN,23194,local politician,2,2015-07-14 04:46:41.638906,,10010144,"Thomas Rawlinson, Sir Thomas, Sir Thomas Rawlinson, Sir Rawlinson, Thomas, Thomas Rawlinson",Rawlinson,,IN,,2,male,,Sir Thomas Rawlinson,Sir,2015-07-14 04:46:41.639072,1708,2015-02-25 00:42:21.905628,1647
Jeronimo,IN,70539,,2,2015-10-27 19:22:10.921927,,10000759,"Jeronimo Bassano, Jeronimo, Jeronimo Bassano",Bassano,,IN,,2,male,,Jeronimo Bassano,,2015-10-27 19:22:10.922360,1635,2015-02-25 00:39:46.494723,1559
Aonghus,AF,56827,,2,2015-03-11 22:35:44.157377,,10008980,"Aonghus O Dalaigh Fionn, Aonghus, Aonghus O Dalaigh Fionn",O Dalaigh Fionn,,IN,,2,male,,Aonghus O Dalaigh Fionn,,2015-02-25 00:42:03.281898,1601,2015-02-25 00:42:03.284541,1491
Lodovico,AF,70538,,2,2015-03-11 22:32:45.879578,,10000760,"Lodovico Bassano, Lodovico, Lodovico Bassano",Bassano,,IN,,2,male,,Lodovico Bassano,,2015-02-25 00:39:46.505288,1593,2015-02-25 00:39:46.507806,1483
Baptista,AF,70536,,2,2016-01-23 18:47:15.597405,,10000758,"Baptista Bassano, Baptista, Baptista Bassano",Bassano,,IN,,2,female,,Baptista Bassano,,2016-01-23 18:47:15.597802,1576,2015-02-25 00:39:46.480141,1466
William,AF,1501,bishop of London,2,2015-07-08 05:14:44.455888,,10000703,"William Barons, William Barnes, William, William Barons",Barons,,IN,,2,male,,William Barons,,2015-07-08 05:14:44.456070,1505,2015-02-25 00:39:45.734719,1395
Philip,AF,1545,medical writer,2,2015-07-08 05:16:42.407482,,10000721,"Philip Barrow, Philip, Philip Barrow",Barrow,,IN,,2,male,,Philip Barrow,,2015-07-08 05:16:42.407645,1600,2015-02-25 00:39:45.982246,1490
Edward,IN,1554,physician,2,2015-07-08 05:16:49.270651,,10000725,"Edward Barry, Sir Edward, Sir Edward Barry, Sir Barry, Edward, Edward Barry",Barry,,IN,,2,male,,Sir Edward Barry,Sir,2015-07-08 05:16:49.270940,1776,2015-02-25 00:39:46.034421,1696
William,IN,40628,military writer and parliamentarian army officer,2,2016-04-19 13:46:20.969057,,10000712,"William Barriffe, William, William Barriffe",Barriffe,,IN,,2,male,,William Barriffe,,2016-04-19 13:46:20.969452,1643,2015-02-25 00:39:45.858991,1599
Thomas,IN,13735,politician and judge,2,2015-07-10 02:59:42.754549,,10006160,"Thomas Hope of Kerse, Sir Thomas, Sir Thomas Hope, Sir Thomas Hope of Kerse, Sir Thomas of Kerse, Sir Hope, Sir Hope of Kerse, Thomas, Thomas Hope, Thomas Hope of Kerse, Thomas of Kerse",Hope,,IN,,2,male,of Kerse,Sir Thomas Hope of Kerse,Sir,2015-07-10 02:59:42.754723,1643,2015-02-25 00:41:19.054737,1606
Giolla Brighde,IN,20653,Franciscan friar and poet,2,2015-03-11 22:35:44.203822,,10008983,"Giolla Brighde � hEodhasa, Giolla Brighde O'Hussey, Giolla Brighde, Giolla Brighde O hEodhasa",O hEodhasa,,IN,,2,male,,Giolla Brighde O hEodhasa,,2015-02-25 00:42:03.323695,1614,2015-02-25 00:42:03.326409,1570
Fearfeasa,IN,20749,antiquary and poet,2,2015-03-11 22:35:44.216942,,10008984,"Fearfeasa � Maoilchonaire, Fearfeasa O' Maelchonaire, Fearfeasa, Fearfeasa O Maoilchonaire",O Maoilchonaire,,IN,,2,male,,Fearfeasa O Maoilchonaire,,2015-02-25 00:42:03.337492,1646,2015-02-25 00:42:03.340114,1630
Froinsias,CA,18916,theologian and grammarian,2,2015-03-11 22:35:44.232789,,10008985,"Froinsias O Maolmhuaidh, Froinsias, Froinsias O Maolmhuaidh",O Maolmhuaidh,,CA,,2,male,,Froinsias O Maolmhuaidh,,2015-02-25 00:42:03.350851,1677,2015-02-25 00:42:03.353704,1606
Emelia,IN,55912,child prophet and exemplar of godliness,2,2015-07-14 04:06:02.680745,,10004754,"Emelia Geddie, Emilia Geddie, Emelia, Emelia Geddie",Geddie,,IN,,2,female,,Emelia Geddie,,2015-07-14 04:06:02.680905,1681,2015-02-25 00:40:51.959336,1665
Aodhagan,AF,58833,Gaelic poet,2,2015-03-11 22:35:44.275980,,10008988,"Aodhagan O Rathaille, Aodhagan, Aodhagan O Rathaille",O Rathaille,,IN,,2,male,,Aodhagan O Rathaille,,2015-02-25 00:42:03.400351,1729,2015-02-25 00:42:03.406775,1619
Augustine,AF,70537,,2,2015-07-08 05:19:52.776534,,10000757,"Augustine Bassano, Augustine, Augustine Bassano",Bassano,,IN,,2,male,,Augustine Bassano,,2015-07-08 05:19:52.776744,1604,2015-02-25 00:39:46.467440,1494
Gilbert,IN,3003,bishop of Bath and Wells,2,2015-07-08 06:39:26.344694,,10001356,"Gilbert Bourne, Gilbert, Gilbert Bourne",Bourne,,IN,,2,male,,Gilbert Bourne,,2015-07-08 06:39:26.344864,1569,2015-02-25 00:39:57.302534,1510
John,BF/IN,76610,,2,2015-03-11 22:37:25.626683,,10013194,"John Wyn ap Maredudd, John, John Wyn ap Maredudd",Wyn ap Maredudd,,IN,,2,male,,John Wyn ap Maredudd,,2015-02-25 00:43:18.829560,1559,2015-02-25 00:43:18.832197,1494
